PRODNAME,DENSITY,AVAILSPARF_C,AVGEC_C,CRITWARNING,HRSN_C,PERCENTUSED_C,POC_C,POH_C,SPOR_C,STIME_C,SYSTYPE,TBW_GB_C,MediaError(Binary)
970Evo,256,F,G,0, D ,C,I,H,H,E,Desktop,H,0
970Evo,512,F,G,0, B ,B,H,G,H,H,Desktop,H,0
970Evo,256,F,H,0, D ,D,F,I,H,E,Desktop,I,0
970Evo,1024,F,G,0, D ,C,I,G,H,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,G,I,H,E,Desktop,I,0
970Evo,1024,F,A,0, C ,A,F,C,H,G,Desktop,B,0
970Evo,1024,F,C,0, C ,A,I,D,H,G,Desktop,D,1
970Evo,512,F,D,0, B ,A,D,C,H,I,Desktop,E,0
970Evo,512,F,E,0, B ,A,I,F,H,H,Desktop,F,0
970Evo,512,F,F,0, D ,B,I,G,H,E,Desktop,G,0
970Evo,256,F,H,0, D ,D,H,G,H,E,Desktop,H,0
970Evo,1024,F,E,0, B ,A,G,F,H,I,Desktop,H,0
970Evo,1024,F,F,0, D ,B,H,I,H,F,Desktop,H,0
970Evo,512,F,G,0, D ,C,H,H,H,F,Desktop,H,0
970Evo,512,F,H,0, D ,D,H,I,H,F,Desktop,I,0
970Evo,512,F,C,0, C ,A,D,F,H,F,Desktop,C,0
970Evo,1024,F,C,0, D ,A,I,D,H,F,Laptop,E,0
970Evo,256,F,F,0, D ,B,I,E,H,E,Desktop,F,0
970Evo,512,F,G,0, D ,B,I,D,H,E,Desktop,G,0
970Evo,1024,F,E,0, B ,A,G,G,H,H,Desktop,G,0
970Evo,1024,F,E,0, D ,A,H,E,H,F,Desktop,G,0
970Evo,256,F,H,0, D ,D,H,H,H,E,Desktop,H,0
970Evo,256,E,H,0, D ,D,I,I,H,E,Desktop,H,0
970Evo,512,F,G,0, B ,B,H,H,H,H,Desktop,H,0
970Evo,512,F,G,0, D ,B,I,H,H,E,Desktop,H,0
970Evo,1024,F,G,0, B ,B,G,F,H,I,Desktop,H,0
970Evo,1024,F,C,0, D ,A,H,E,H,E,Desktop,D,0
970Evo,512,F,D,0, B ,A,G,E,H,H,Server,D,0
970Evo,512,F,G,0, D ,B,G,H,H,F,Desktop,H,0
970Evo,512,F,G,0, C ,B,I,G,H,G,Desktop,H,0
970Evo,256,F,H,0, D ,D,G,H,H,E,Desktop,H,0
970Evo,256,F,I,0, D ,E,G,G,H,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,J,G,H,F,Desktop,I,0
970Evo,256,F,I,0, D ,E,I,H,H,E,Desktop,J,0
970Evo,256,F,I,0, D ,E,G,I,H,E,Desktop,J,0
970Evo,1024,F,I,0, B ,E,E,I,H,H,Desktop,J,0
970Evo,512,F,A,0, B ,A,G,C,H,I,Desktop,B,0
970Evo,1024,F,E,0, B ,A,E,C,H,H,Desktop,G,0
970Evo,1024,F,F,0, D ,B,I,I,H,E,Desktop,I,0
970Evo,1024,F,G,0, B ,B,H,G,H,H,Desktop,I,0
970Evo,512,F,E,0, B ,A,G,E,H,H,Desktop,F,0
970Evo,512,F,G,0, D ,B,H,H,H,F,Desktop,G,0
970Evo,512,F,F,0, D ,B,I,F,H,E,Laptop,G,1
970Evo,256,F,H,0, D ,D,J,H,H,E,Desktop,H,0
970Evo,1024,F,F,0, C ,A,J,I,H,F,Desktop,I,0
970Evo,256,F,H,0, D ,D,I,F,H,E,Laptop,I,0
970Evo,1024,F,E,0, B ,A,F,E,H,H,Desktop,F,0
970Evo,512,F,F,0, D ,B,G,C,H,E,Desktop,F,0
970Evo,1024,F,D,0, C ,A,H,H,H,G,Laptop,H,0
970Evo,512,F,G,0, D ,C,I,H,H,E,Desktop,H,0
970Evo,512,F,H,0, D ,C,I,I,H,E,Laptop,H,0
970Evo,512,F,H,0, D ,C,D,I,H,F,Desktop,I,0
970Evo,512,F,H,0, D ,D,F,I,H,F,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,H,H,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,H,H,H,E,Desktop,I,0
970Evo,512,F,E,0, B ,A,G,G,H,H,Desktop,G,0
970Evo,512,F,F,0, D ,B,I,H,H,E,Desktop,H,0
970Evo,512,F,G,0, D ,C,H,G,H,E,Desktop,I,0
970Evo,1024,F,G,0, B ,B,G,G,H,H,Desktop,I,0
970Evo,1024,F,D,0, D ,A,H,H,H,E,Desktop,E,0
970Evo,1024,F,D,0, C ,A,H,H,H,G,Desktop,G,0
970Evo,512,F,F,0, D ,B,I,F,H,F,Desktop,H,0
970Evo,256,F,H,0, D ,D,J,H,H,E,Desktop,H,0
970Evo,1024,F,F,0, D ,B,G,H,H,E,Desktop,H,0
970Evo,1024,F,F,0, D ,B,H,H,H,F,Desktop,I,0
970Evo,1024,F,G,0, B ,B,G,H,H,H,Desktop,I,0
970Evo,1024,F,H,0, B ,C,H,G,H,H,Desktop,I,0
970Evo,256,F,I,0, D ,E,G,J,H,E,Desktop,I,0
970Evo,512,F,I,0, D ,E,I,G,H,E,Desktop,J,0
970Evo,1024,F,I,0, D ,E,I,I,H,E,Desktop,J,0
970Evo,512,F,C,0, B ,A,E,D,H,I,Desktop,C,0
970Evo,512,F,E,0, B ,A,E,F,H,H,Desktop,F,0
970Evo,1024,F,D,0, B ,A,F,F,H,I,Desktop,F,0
970Evo,256,F,G,0, D ,C,J,E,H,E,Desktop,F,0
970Evo,256,F,G,0, D ,B,I,E,H,E,Desktop,G,0
970Evo,256,F,H,0, D ,D,G,F,H,E,Desktop,H,0
970Evo,1024,F,G,0, B ,B,H,G,H,I,Desktop,I,0
970Evo,1024,D,G,0, D ,C,H,I,H,F,Desktop,I,0
970Evo,1024,F,I,0, B ,E,H,G,H,H,Desktop,J,0
970Evo,256,F,A,0, D ,A,G,F,H,E,Desktop,A,0
970Evo,1024,F,C,0, C ,A,E,H,H,G,Desktop,E,0
970Evo,512,F,E,0, B ,A,F,F,H,I,Desktop,F,0
970Evo,1024,F,C,0, D ,A,D,I,H,E,Desktop,G,1
970Evo,1024,F,E,0, B ,A,F,E,H,I,Laptop,H,0
970Evo,512,F,G,0, D ,B,I,G,H,E,Desktop,H,0
970Evo,512,F,C,0, B ,A,G,G,H,I,Desktop,D,0
970Evo,512,F,D,0, D ,A,G,C,H,E,Desktop,E,0
970Evo,1024,F,E,0, B ,A,G,G,H,H,Desktop,G,0
970Evo,512,F,F,0, D ,B,H,F,H,E,Desktop,G,0
970Evo,512,D,G,0, D ,B,E,I,H,E,Desktop,H,1
970Evo,512,F,G,0, D ,B,I,F,H,F,Desktop,H,0
970Evo,512,D,D,0, D ,A,H,I,I,E,Desktop,D,1
970Evo,512,F,F,0, D ,B,I,G,I,E,Desktop,G,0
970Evo,1024,F,E,0, D ,A,I,E,I,F,Desktop,G,0
970Evo,512,F,G,0, B ,B,F,F,I,I,Desktop,H,0
970Evo,256,F,H,0, D ,C,I,G,I,E,Desktop,H,0
970Evo,1024,F,F,0, D ,B,G,H,I,E,Desktop,H,0
970Evo,512,C,H,0, D ,D,D,I,I,E,Desktop,I,1
970Evo,1024,F,H,0, D ,D,F,I,I,E,Desktop,J,1
970Evo,512,F,D,0, C ,A,I,C,I,G,Desktop,D,0
970Evo,512,F,F,0, C ,B,G,H,I,F,Desktop,G,0
970Evo,512,F,F,0, C ,B,G,I,I,G,Desktop,G,0
970Evo,512,F,H,0, D ,C,I,H,I,F,Desktop,I,0
970Evo,1024,E,G,0, D ,B,J,H,I,E,Laptop,I,1
970Evo,256,F,I,0, D ,E,H,I,I,E,Desktop,J,0
970Evo,256,F,C,0, D ,A,G,H,I,E,Desktop,C,0
970Evo,256,F,H,0, D ,C,H,H,I,E,Desktop,G,0
970Evo,512,F,G,0, B ,B,F,G,I,I,Desktop,H,0
970Evo,1024,F,F,0, D ,B,G,F,I,E,Desktop,H,0
970Evo,512,F,H,0, D ,C,I,H,I,F,Desktop,I,0
970Evo,1024,F,G,0, C ,B,G,H,I,G,Desktop,I,0
970Evo,1024,E,G,0, D ,B,I,I,I,E,Desktop,I,1
970Evo,256,F,I,0, D ,E,F,I,I,E,Desktop,J,0
970Evo,512,F,C,0, B ,A,D,F,I,I,Desktop,D,0
970Evo,512,F,E,0, B ,A,H,E,I,H,Desktop,F,0
970Evo,512,F,E,0, D ,A,H,F,I,F,Laptop,F,0
970Evo,512,F,E,0, B ,A,E,H,I,H,Desktop,G,0
970Evo,256,E,H,0, D ,D,H,I,I,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,J,H,I,E,Laptop,I,0
970Evo,1024,F,G,0, B ,B,G,G,I,H,Desktop,I,0
970Evo,1024,F,G,0, C ,B,G,G,I,G,Desktop,I,0
970Evo,256,F,I,0, D ,E,I,I,I,E,Desktop,I,0
970Evo,1024,F,I,0, B ,E,F,E,I,I,Desktop,J,0
970Evo,256,F,D,0, D ,A,G,D,I,E,Desktop,C,0
970Evo,512,F,C,0, B ,A,E,C,I,H,Desktop,D,0
970Evo,512,F,C,0, D ,A,G,E,I,F,Desktop,D,0
970Evo,512,B,F,0, D ,B,E,I,I,E,Desktop,H,1
970Evo,256,F,H,0, D ,D,I,G,I,E,Laptop,H,0
970Evo,512,A,G,0, D ,B,F,I,I,E,Desktop,I,1
970Evo,1024,F,G,0, D ,B,H,H,I,E,Desktop,I,0
970Evo,512,F,D,0, B ,A,G,F,I,H,Laptop,F,0
970Evo,512,F,E,0, B ,A,G,F,I,H,Desktop,F,0
970Evo,1024,F,E,0, B ,A,G,F,I,H,Desktop,G,0
970Evo,512,F,F,0, D ,B,H,G,I,E,Desktop,G,0
970Evo,512,F,G,0, C ,B,H,G,I,G,Desktop,H,0
970Evo,1024,F,F,0, B ,A,G,H,I,H,Desktop,H,0
970Evo,1024,F,G,0, D ,B,I,G,I,E,Desktop,I,0
970Evo,512,F,H,0, D ,C,I,H,I,E,Laptop,I,0
970Evo,256,F,E,0, D ,A,F,D,I,E,Desktop,D,0
970Evo,512,F,E,0, D ,A,E,H,I,E,Desktop,F,0
970Evo,1024,F,D,0, B ,A,F,H,I,H,Desktop,G,0
970Evo,512,F,G,0, D ,C,H,H,I,F,Desktop,I,0
970Evo,256,F,I,0, D ,E,H,I,I,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,I,I,E,Desktop,I,0
970Evo,512,F,H,0, C ,D,H,H,I,G,Desktop,I,0
970Evo,256,F,I,0, D ,E,I,H,I,F,Desktop,J,0
970Evo,512,F,I,0, D ,E,H,I,I,F,Desktop,J,0
970Evo,1024,F,B,0, C ,A,F,E,I,G,Desktop,C,0
970Evo,512,F,C,0, C ,A,F,D,I,G,Desktop,C,0
970Evo,512,F,F,0, B ,A,G,H,I,I,Desktop,G,0
970Evo,256,F,H,0, D ,C,I,F,I,E,Desktop,H,0
970Evo,2048,F,E,0, D ,A,F,F,I,E,Laptop,H,1
970Evo,512,F,G,0, D ,B,H,I,I,E,Desktop,H,0
970Evo,256,F,D,0, D ,A,D,C,I,E,Desktop,D,0
970Evo,512,F,F,0, D ,B,E,G,I,E,Desktop,F,0
970Evo,1024,F,D,0, D ,A,H,E,I,E,Desktop,F,0
970Evo,512,F,F,0, D ,A,I,H,I,F,Desktop,G,0
970Evo,512,F,G,0, D ,B,H,C,I,F,Desktop,H,0
970Evo,2048,B,H,0, D ,E,J,J,I,F,Laptop,J,1
970Evo,256,F,H,0, D ,D,I,G,I,E,Desktop,H,0
970Evo,1024,F,G,0, D ,B,H,G,I,E,Desktop,I,0
970Evo,512,F,D,0, B ,A,F,E,I,I,Desktop,D,0
970Evo,1024,F,C,0, D ,A,H,I,I,F,Desktop,E,0
970Evo,512,F,F,0, D ,A,I,G,I,F,Desktop,G,0
970Evo,512,C,F,0, D ,A,F,I,I,F,Desktop,G,0
970Evo,1024,F,G,0, D ,B,H,F,I,F,Desktop,I,0
970Evo,256,F,G,0, D ,B,H,F,I,E,Desktop,F,0
970Evo,256,F,G,0, D ,B,F,G,I,F,Desktop,G,0
970Evo,512,F,F,0, C ,B,H,H,I,G,Desktop,G,0
970Evo,256,F,G,0, D ,C,I,H,I,E,Laptop,G,0
970Evo,2048,F,F,0, D ,B,I,I,I,E,Desktop,I,1
970Evo,512,D,H,0, D ,D,H,I,I,E,Desktop,I,1
970Evo,1024,F,I,0, C ,E,G,G,I,G,Desktop,J,0
970Evo,256,F,G,0, D ,B,G,F,I,E,Desktop,F,0
970Evo,256,F,G,0, D ,B,I,I,I,E,Desktop,G,0
970Evo,256,F,H,0, D ,D,H,H,I,E,Desktop,H,0
970Evo,256,F,H,0, D ,C,I,H,I,E,Laptop,I,0
970Evo,512,F,H,0, D ,D,I,E,I,E,Desktop,I,0
970Evo,256,F,D,0, D ,A,F,E,I,E,Desktop,D,0
970Evo,512,F,D,0, C ,A,F,E,I,G,Desktop,E,0
970Evo,256,F,H,0, D ,D,H,H,I,E,Desktop,H,0
970Evo,256,F,G,0, D ,C,J,F,I,E,Laptop,H,0
970Evo,256,F,H,0, D ,D,I,I,I,E,Desktop,H,0
970Evo,512,E,G,0, D ,B,I,G,I,F,Laptop,H,1
970Evo,256,F,I,0, D ,E,I,I,I,E,Laptop,I,0
970Evo,1024,F,H,0, D ,C,H,I,I,F,Desktop,I,0
970Evo,512,C,F,0, D ,B,E,I,I,E,Desktop,G,1
970Evo,256,F,G,0, D ,C,I,H,I,E,Desktop,H,0
970Evo,256,F,H,0, D ,C,I,G,I,E,Desktop,H,0
970Evo,1024,F,F,0, A ,B,E,B,I,I,Desktop,H,0
970Evo,1024,F,F,0, B ,A,E,I,I,H,Desktop,H,0
970Evo,256,F,H,0, D ,D,J,G,I,E,Laptop,I,0
970Evo,512,F,H,0, D ,D,I,G,I,E,Desktop,I,0
970Evo,1024,F,G,0, D ,B,I,I,I,E,Desktop,I,1
970Evo,512,F,D,0, D ,A,F,C,I,E,Desktop,E,0
970Evo,256,F,F,0, D ,B,H,G,I,F,Server,F,0
970Evo,1024,F,D,0, B ,A,H,F,I,H,Laptop,G,0
970Evo,1024,F,E,0, D ,A,I,F,I,E,Server,G,0
970Evo,256,F,H,0, D ,D,H,I,I,E,Desktop,H,0
970Evo,512,F,G,0, C ,B,H,I,I,G,Desktop,H,0
970Evo,1024,F,F,0, C ,A,H,H,I,G,Desktop,H,0
970Evo,512,F,,0, B ,C,G,G,I,H,Desktop,H,0
970Evo,512,F,E,0, C ,A,E,E,I,G,Desktop,G,0
970Evo,1024,F,D,0, D ,A,J,H,I,E,Laptop,G,0
970Evo,1024,F,E,0, C ,A,J,H,I,G,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,H,I,E,Desktop,I,0
970Evo,1024,F,I,4, B ,E,D,H,I,I,Desktop,J,0
970Evo,512,F,E,0, D ,A,F,G,I,E,Desktop,F,0
970Evo,1024,F,E,0, B ,A,F,F,I,H,Desktop,G,0
970Evo,256,F,G,0, D ,B,I,G,I,E,Desktop,G,0
970Evo,1024,F,E,0, B ,A,H,G,I,I,Desktop,G,0
970Evo,512,F,G,0, D ,B,I,G,I,E,Desktop,H,0
970Evo,1024,F,C,0, B ,A,F,F,I,I,Desktop,C,0
970Evo,1024,F,D,0, D ,A,H,E,I,F,Desktop,G,0
970Evo,256,F,H,0, D ,C,I,F,I,E,Laptop,G,0
970Evo,1024,F,F,0, D ,A,I,G,I,F,Laptop,H,0
970Evo,256,F,I,0, D ,E,H,I,I,E,Desktop,I,0
970Evo,1024,F,G,0, D ,C,I,I,I,E,Laptop,I,0
970Evo,512,F,D,0, D ,A,I,E,I,E,Desktop,D,0
970Evo,1024,F,C,0, D ,A,F,E,I,F,Desktop,E,0
970Evo,512,C,E,0, D ,A,J,H,I,E,Laptop,F,0
970Evo,1024,F,E,0, C ,A,H,E,I,G,Desktop,G,0
970Evo,1024,F,D,0, C ,A,G,F,I,G,Laptop,G,0
970Evo,256,F,G,0, D ,C,J,F,I,E,Desktop,G,0
970Evo,512,F,G,0, D ,C,I,I,I,F,Desktop,I,0
970Evo,1024,F,G,0, C ,B,H,H,I,G,Desktop,I,0
970Evo,512,F,I,0, B ,E,H,G,I,H,Desktop,J,0
970Evo,256,F,F,0, C ,A,G,D,I,F,Desktop,E,0
970Evo,512,F,E,0, D ,A,J,H,I,E,Desktop,E,1
970Evo,1024,F,D,0, B ,A,G,F,I,I,Desktop,F,0
970Evo,512,F,E,0, B ,A,I,E,I,I,Laptop,F,0
970Evo,1024,F,E,0, D ,A,H,E,I,E,Desktop,G,0
970Evo,256,F,G,0, D ,C,I,F,I,E,Desktop,G,0
970Evo,512,F,G,0, D ,B,I,H,I,F,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,H,I,E,Desktop,H,0
970Evo,1024,F,F,0, D ,B,H,F,I,E,Laptop,I,0
970Evo,1024,E,F,0, C ,B,I,I,I,G,Desktop,I,1
970Evo,1024,F,H,0, D ,D,I,I,I,F,Desktop,J,0
970Evo,1024,F,H,0, D ,D,G,I,I,E,Desktop,J,0
970Evo,512,F,E,0, D ,A,G,D,I,F,Desktop,F,0
970Evo,512,F,F,0, B ,B,G,E,I,H,Desktop,F,0
970Evo,512,F,E,0, D ,A,H,E,I,E,Desktop,G,0
970Evo,256,F,I,0, D ,E,G,J,I,E,Desktop,J,0
970Evo,512,F,A,0, D ,A,E,A,I,F,Desktop,B,0
970Evo,256,F,D,0, D ,A,E,B,I,E,Desktop,D,0
970Evo,256,F,H,0, D ,D,I,H,I,E,Desktop,H,0
970Evo,1024,F,F,0, D ,B,I,I,I,E,Desktop,I,0
970Evo,512,F,I,0, D ,E,G,I,I,E,Desktop,J,0
970Evo,512,F,D,0, D ,A,G,F,I,E,Desktop,E,0
970Evo,512,F,E,0, D ,A,I,E,I,F,Desktop,F,0
970Evo,256,F,G,0, D ,C,I,G,I,E,Laptop,G,0
970Evo,1024,F,G,0, D ,B,J,H,I,E,Desktop,I,0
970Evo,2048,C,E,0, D ,A,I,I,I,E,Desktop,I,1
970Evo,512,F,H,0, B ,D,D,I,I,I,Desktop,I,0
970Evo,1024,F,G,0, D ,C,H,I,I,E,Desktop,I,0
970Evo,256,F,I,0, D ,E,I,I,I,E,Laptop,I,0
970Evo,1024,F,G,0, D ,C,G,H,I,E,Laptop,J,0
970Evo,256,F,H,0, D ,D,I,F,I,E,Laptop,H,0
970Evo,1024,F,F,0, D ,B,H,H,I,E,Desktop,H,0
970Evo,512,F,H,0, D ,D,I,H,I,E,Desktop,I,0
970Evo,256,F,I,0, D ,E,I,I,I,E,Desktop,I,0
970Evo,512,F,I,0, D ,E,I,I,I,F,Laptop,J,0
970Evo,512,B,I,0, D ,E,E,J,I,E,Desktop,J,0
970Evo,512,D,G,0, D ,B,I,I,I,F,Desktop,H,0
970Evo,512,F,G,0, D ,C,I,I,I,E,Desktop,I,0
970Evo,512,F,H,0, B ,D,G,F,I,H,Desktop,I,0
970Evo,512,F,I,0, D ,E,G,I,I,E,Desktop,J,0
970Evo,1024,F,C,0, B ,A,H,H,I,H,Desktop,D,0
970Evo,512,B,G,0, D ,B,I,H,I,E,Desktop,H,1
970Evo,512,F,H,0, D ,C,J,G,I,E,Laptop,I,0
970Evo,512,F,H,0, D ,D,I,I,I,E,Desktop,I,0
970Evo,512,F,E,0, D ,A,I,E,I,E,Desktop,F,0
970Evo,256,F,I,0, D ,E,F,I,I,E,Desktop,I,0
970Evo,256,F,D,0, D ,A,E,G,I,E,Desktop,D,0
970Evo,1024,F,D,0, B ,A,I,F,I,H,Desktop,F,0
970Evo,512,F,G,0, B ,B,F,I,I,H,Desktop,H,0
970Evo,512,F,H,0, D ,D,G,G,I,F,Desktop,I,0
970Evo,1024,F,A,0, C ,A,H,D,I,F,Laptop,B,0
970Evo,512,F,C,0, B ,A,F,C,I,H,Desktop,D,0
970Evo,1024,F,B,0, B ,A,G,E,I,I,Laptop,D,0
970Evo,512,F,D,0, D ,A,E,E,I,E,Laptop,E,0
970Evo,256,F,F,0, D ,B,H,E,I,E,Desktop,F,0
970Evo,512,F,G,0, D ,C,J,C,I,E,Desktop,H,0
970Evo,512,F,D,0, D ,A,G,F,I,E,Desktop,F,0
970Evo,512,F,E,0, B ,A,G,D,I,I,Laptop,F,0
970Evo,256,F,G,0, D ,C,H,F,I,E,Desktop,G,0
970Evo,1024,F,F,0, D ,A,D,J,I,E,Desktop,G,0
970Evo,256,F,H,0, D ,D,I,G,I,E,Laptop,H,0
970Evo,512,D,I,0, D ,D,G,I,I,E,Desktop,J,1
970Evo,1024,F,I,0, C ,D,H,H,I,G,Desktop,J,0
970Evo,512,F,C,0, D ,A,I,B,I,E,Desktop,D,0
970Evo,1024,F,,0, B ,A,I,H,I,H,Desktop,D,0
970Evo,256,F,E,0, D ,A,G,F,I,E,Desktop,E,0
970Evo,512,F,D,0, C ,A,H,G,I,F,Desktop,E,0
970Evo,1024,F,D,0, B ,A,G,G,I,I,Desktop,F,0
970Evo,1024,F,F,0, B ,B,H,G,I,H,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,H,I,E,Desktop,H,0
970Evo,512,F,G,0, D ,B,I,H,I,F,Desktop,I,0
970Evo,512,F,D,0, B ,A,H,F,I,H,Desktop,E,0
970Evo,512,F,F,0, C ,B,H,G,I,G,Desktop,G,0
970Evo,1024,F,E,0, C ,A,I,G,I,G,Desktop,H,0
970Evo,512,F,G,0, D ,B,I,H,I,F,Desktop,H,0
970Evo,512,F,I,0, D ,E,H,I,I,E,Desktop,J,0
970Evo,512,F,F,0, B ,B,H,G,I,H,Desktop,G,0
970Evo,1024,F,E,0, D ,A,H,H,I,E,Desktop,H,1
970Evo,1024,F,E,0, D ,A,I,G,I,E,Desktop,H,0
970Evo,512,F,G,0, D ,C,J,G,I,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,E,I,I,F,Desktop,I,0
970Evo,256,F,I,0, D ,E,I,I,I,E,Desktop,J,0
970Evo,1024,F,D,0, B ,A,G,E,I,I,Desktop,E,0
970Evo,256,F,F,0, D ,A,I,D,I,E,Laptop,E,0
970Evo,512,F,G,0, D ,C,H,I,I,E,Desktop,H,0
970Evo,256,F,H,0, D ,D,I,H,I,E,Desktop,I,0
970Evo,1024,F,G,0, C ,B,H,H,I,G,Desktop,I,0
970Evo,512,C,I,0, D ,E,I,I,I,E,Desktop,J,1
970Evo,256,F,D,0, D ,A,E,C,I,E,Desktop,C,0
970Evo,512,F,E,0, D ,A,G,G,I,E,Desktop,F,0
970Evo,512,F,E,0, D ,A,H,G,I,F,Laptop,F,0
970Evo,256,F,H,0, D ,D,I,G,I,E,Desktop,H,0
970Evo,512,D,G,0, D ,B,J,G,I,E,Laptop,H,1
970Evo,1024,F,E,0, D ,A,H,J,I,F,Server,H,0
970Evo,256,F,H,0, D ,D,J,G,I,E,Laptop,H,0
970Evo,512,F,B,0, B ,A,F,C,I,H,Desktop,C,0
970Evo,512,F,G,0, D ,C,J,I,I,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,I,I,E,Desktop,I,0
970Evo,2048,F,H,0, D ,E,F,I,I,E,Desktop,J,0
970Evo,512,F,F,0, D ,B,G,F,I,E,Desktop,G,0
970Evo,1024,E,F,0, B ,B,E,I,I,H,Server,J,1
970Evo,512,E,I,0, D ,E,E,J,I,E,Desktop,J,1
970Evo,256,F,D,0, D ,A,H,D,I,E,Desktop,D,0
970Evo,256,F,E,0, D ,A,G,D,I,E,Desktop,E,0
970Evo,512,F,E,0, B ,A,H,F,I,I,Laptop,G,0
970Evo,512,F,F,0, C ,A,G,G,I,G,Desktop,G,0
970Evo,512,F,D,0, D ,A,G,D,I,E,Desktop,D,0
970Evo,512,F,C,0, B ,A,G,D,I,H,Desktop,D,0
970Evo,512,A,H,0, D ,D,I,I,I,E,Desktop,I,0
970Evo,1024,F,D,0, C ,A,I,H,I,G,Desktop,F,0
970Evo,256,F,H,0, D ,D,I,G,I,E,Desktop,H,0
970Evo,512,F,H,0, D ,C,H,I,I,F,Laptop,I,0
970Evo,1024,F,D,0, D ,A,I,E,I,E,Desktop,F,0
970Evo,1024,F,F,0, B ,B,G,G,I,I,Desktop,I,0
970Evo,256,F,E,0, D ,A,H,E,I,E,Desktop,E,0
970Evo,1024,F,F,0, B ,B,G,H,I,H,Desktop,H,1
970Evo,512,F,B,0, D ,A,G,B,I,F,Desktop,B,0
970Evo,1024,F,D,0, B ,A,G,F,I,H,Desktop,G,0
970Evo,1024,F,E,0, B ,A,G,G,I,H,Desktop,G,0
970Evo,512,F,F,0, D ,B,I,H,I,F,Desktop,G,0
970Evo,512,F,G,0, D ,B,I,F,I,E,Desktop,H,0
970Evo,512,F,I,0, C ,E,F,E,I,G,Desktop,J,0
970Evo,512,F,D,0, C ,A,H,C,I,G,Desktop,D,0
970Evo,1024,F,D,0, D ,A,H,G,I,F,Desktop,G,0
970Evo,256,F,I,0, D ,D,I,H,I,E,Desktop,I,0
970Evo,1024,F,G,0, D ,B,I,I,I,F,Desktop,I,0
970Evo,1024,F,G,0, C ,B,H,H,I,G,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,H,I,E,Desktop,I,0
970Evo,512,F,E,0, C ,A,H,H,I,G,Desktop,G,0
970Evo,512,F,G,0, B ,C,F,G,I,H,Desktop,H,0
970Evo,512,F,H,0, D ,D,J,H,I,E,Desktop,I,1
970Evo,256,F,I,0, D ,E,I,H,I,E,Laptop,I,0
970Evo,1024,F,C,0, B ,A,F,G,I,I,Desktop,F,0
970Evo,512,F,F,0, D ,B,H,F,I,E,Desktop,G,0
970Evo,512,F,H,0, D ,C,I,G,I,E,Desktop,I,0
970Evo,512,F,H,0, D ,D,I,H,I,E,Desktop,I,0
970Evo,256,F,I,0, D ,E,I,I,I,E,Desktop,I,0
970Evo,1024,F,F,0, D ,B,H,I,I,F,Desktop,I,0
970Evo,1024,F,G,0, D ,B,J,H,I,E,Laptop,I,0
970Evo,1024,F,C,0, C ,A,H,D,I,G,Desktop,F,0
970Evo,1024,F,E,0, C ,A,I,G,I,G,Laptop,G,0
970Evo,256,F,H,0, D ,C,I,E,I,E,Laptop,H,0
970Evo,512,F,G,0, D ,B,I,I,I,F,Desktop,H,0
970Evo,1024,F,F,0, B ,B,G,F,I,I,Desktop,I,0
970Evo,512,E,G,0, D ,C,H,I,I,F,Desktop,I,1
970Evo,512,E,H,0, D ,C,H,J,I,E,Desktop,I,1
970Evo,512,F,C,0, D ,A,F,D,I,F,Desktop,D,0
970Evo,1024,F,D,0, B ,A,E,F,I,I,Desktop,F,0
970Evo,512,F,G,0, D ,C,J,H,I,E,Desktop,I,0
970Evo,1024,F,G,0, C ,C,I,H,I,G,Desktop,I,0
970Evo,256,F,I,0, D ,E,I,I,I,E,Desktop,I,0
970Evo,256,F,F,0, D ,A,G,D,I,E,Laptop,E,0
970Evo,1024,F,D,0, B ,A,H,C,I,H,Laptop,F,0
970Evo,1024,F,D,0, D ,A,I,E,I,F,Laptop,F,1
970Evo,1024,F,D,0, B ,A,H,D,I,I,Desktop,F,0
970Evo,256,F,G,0, D ,C,I,G,I,E,Desktop,G,0
970Evo,512,F,G,0, D ,C,H,G,I,E,Desktop,H,0
970Evo,512,F,G,0, D ,B,I,I,I,E,Desktop,H,0
970Evo,512,F,G,0, D ,C,I,I,I,E,Desktop,I,1
970Evo,512,B,G,0, D ,C,I,I,I,E,Desktop,I,0
970Evo,256,F,H,0, D ,D,I,G,I,E,Desktop,I,0
970Evo,1024,F,H,0, D ,C,I,I,I,E,Desktop,J,0
970Evo,512,F,D,0, B ,A,G,F,I,H,Desktop,E,0
970Evo,512,F,F,0, B ,A,E,C,I,I,Desktop,F,0
970Evo,1024,F,E,0, D ,A,H,F,I,F,Desktop,G,0
970Evo,256,F,I,0, D ,E,H,I,I,E,Desktop,I,0
